Order,File_Type,SKU_number,SoldFlag,SoldCount,MarketingType,ReleaseNumber,New_Release_Flag,StrengthFactor,PriceReg,ReleaseYear,ItemCount,LowUserPrice,LowNetPrice
35333,Historical,829631,0,0,D,1,0,3243552,53.95,2003,17,0,0
35334,Historical,1482325,1,1,D,1,0,111184,59.6,2013,31,56.33,37.22
35335,Historical,622518,0,0,D,1,0,1517751,62,2005,23,38.31,23.94
35336,Historical,169976,1,1,D,9,1,220809,275.95,2010,84,136.77,73.46
35337,Historical,61073,0,0,D,8,1,943671,302.95,2006,73,136.77,22.1
35338,Historical,606704,0,0,D,7,1,659344,174.95,2002,48,136.77,10.61
35339,Historical,2615577,0,0,D,3,1,3165264,359,2005,13,205.83,226.3
35340,Historical,164214,0,0,D,2,1,1632524,233.95,1998,37,51.74,28.98
35341,Historical,599897,0,0,D,1,0,560414,49.5,2008,18,0,0
35343,Historical,317695,1,2,D,4,1,550829,94.67,1998,41,67.38,48.47
35344,Historical,246273,0,0,D,2,1,445241,108.95,2006,32,57.83,65.43
35346,Historical,566794,0,0,D,3,1,8275391,119.9,2005,9,0,81.14
35347,Historical,1780889,0,0,D,12,1,538979,65,2014,24,4,38.33
35348,Historical,756606,0,0,D,2,1,1510256,465,1997,16,385.15,31.97
35349,Historical,565980,0,0,D,8,1,1419465,97,2010,22,27.03,69.33
35350,Historical,608400,0,0,D,4,1,3116750,91,2007,24,27.03,19.97
35351,Historical,565869,0,0,D,0,0,2551777,95,2008,24,103.99,14.69
35352,Historical,162156,0,0,D,0,0,2184833,93,2007,29,103.99,12.79
35353,Historical,661890,0,0,D,0,0,1342425,95,2012,15,75.98,73.98
35354,Historical,752714,0,0,D,0,0,2004600,95,2011,27,75.98,48.98
35355,Historical,612681,0,0,D,2,1,2084684,100,2013,12,73.07,100
35356,Historical,629170,0,0,D,1,0,36907,59.95,2012,42,37.88,42.25
35357,Historical,184397,0,0,D,0,0,2451727,76.95,2004,22,30.85,33.94
35358,Historical,184392,0,0,D,1,0,3083035,82.95,2004,22,33.99,43.73
35359,Historical,249215,1,1,D,6,1,684927,83.95,2009,46,29.57,40.27
35360,Historical,561642,0,0,D,5,1,2182481,63.95,2005,51,29.57,18.98
35361,Historical,203808,1,1,D,11,1,154858,94.99,2008,103,83.07,14.7
35362,Historical,2451581,0,0,D,0,0,5742031,9.95,1995,12,36.48,17.49
35363,Historical,2602584,0,0,D,0,0,8677781,11,1995,19,36.48,27.66
35364,Historical,288812,0,0,D,9,1,1239786,77.95,2006,90,60,8.42
35365,Historical,288841,0,0,D,10,1,315363,87.95,2010,57,60,18.23
35366,Historical,861826,1,1,D,10,1,313855,94.95,2013,60,60,14.49
35367,Historical,619312,1,3,D,2,1,56767,195,2012,45,16.16,49.99
35368,Historical,625314,0,0,D,1,0,597753,182,2008,24,16.16,33.33
35369,Historical,105962,0,0,D,22,1,1074498,155,2005,31,47.86,24.99
35370,Historical,106630,1,1,D,23,1,345044,193,2009,39,47.86,43.98
35371,Historical,525124,0,0,D,23,1,187771,105,2011,14,47.84,9.98
35372,Historical,253968,1,1,D,12,1,804595,210,2011,13,120.84,105.99
35373,Historical,248879,0,0,D,11,1,1802391,218,2007,19,120.84,28.97
35374,Historical,2940773,0,0,D,10,1,5002184,62.99,2005,12,48.45,99.13
35375,Historical,618700,1,4,D,0,0,276150,49.99,1981,69,26.33,43.94
35376,Historical,193298,0,0,D,0,0,4167145,98.95,2003,14,55.21,97.71
35377,Historical,243860,0,0,D,7,1,68872,167.95,2011,53,61.24,77.2
35378,Historical,117294,0,0,D,2,1,3271485,100.2,2006,22,39.28,41.03
35379,Historical,249850,1,3,D,6,1,709020,167.95,2007,56,61.24,21.95
35380,Historical,286391,0,0,D,3,1,201905,151,2010,57,39.28,17.93
35381,Historical,193566,0,0,D,2,1,1984809,107.95,2007,15,55.21,61.96
35382,Historical,51782,0,0,D,8,1,70605,156,2009,100,90.99,153.99
35383,Historical,193534,0,0,D,4,1,465660,43.95,2007,72,46.24,21.84
35384,Historical,638927,0,0,D,4,1,294010,141.95,2012,26,59.34,79.98
35385,Historical,293205,1,1,D,2,1,1534636,81.95,2006,19,59.34,18.99
35386,Historical,193669,0,0,D,3,1,1157285,86.95,2009,34,59.34,8.79
35387,Historical,51781,1,7,D,7,1,653847,146,2005,81,90.99,49.77
35388,Historical,166006,0,0,D,1,0,2171514,100,2002,21,55.98,20.92
35389,Historical,661714,0,0,D,2,1,3169880,231,2007,9,172.98,189.97
35390,Historical,863913,0,0,D,0,0,1865739,65,2010,17,89.74,65
35391,Historical,755534,0,0,D,1,0,2690981,170,2005,12,87.01,53.82
35392,Historical,657866,0,0,D,6,1,39393,192.5,2013,61,77.39,56.82
35393,Historical,111923,1,1,D,5,1,64882,83.99,2011,56,77.39,62.5
35394,Historical,110728,1,1,D,4,1,266631,9.98,2009,78,77.39,10.98
35395,Historical,61074,0,0,D,3,1,481750,18.54,2007,79,77.39,17.76
35396,Historical,660642,0,0,D,1,0,771947,39.99,2014,33,29.83,10.65
35397,Historical,269490,0,0,D,2,1,152688,69.95,2009,36,44.61,24.46
35398,Historical,2052286,0,0,D,0,0,1506174,59.95,2007,26,44.61,45.63
35399,Historical,766251,0,0,D,3,1,1363956,85.95,2005,4,70.9,26.14
35400,Historical,278852,0,0,D,1,0,1125733,44.99,2007,47,25.89,8.73
35401,Historical,292468,0,0,D,1,0,230753,59.99,2010,49,40.89,30.1
35402,Historical,748359,0,0,D,1,0,4544176,95,2005,18,28.98,50.08
35404,Historical,910280,0,0,D,2,1,1302576,165,2000,21,119.03,89.14
35405,Historical,625420,0,0,D,2,1,146423,55,2004,53,41.65,43.99
35406,Historical,151849,0,0,D,1,0,209403,29.99,2001,71,59.76,13.49
35407,Historical,3053561,0,0,D,0,0,2338242,125,2002,13,0,13.98
35408,Historical,822669,0,0,D,1,0,1534005,28,1995,31,22.69,4.4
35409,Historical,608252,0,0,D,3,1,482618,35,2008,39,22.69,45.99
35410,Historical,525113,0,0,D,5,1,30629,58.95,2012,123,43.98,21.7
35411,Historical,147125,0,0,D,3,1,1687253,39.95,2004,94,43.98,4.8
35412,Historical,147557,0,0,D,4,1,449699,46.95,2008,210,43.98,9.91
35413,Historical,104290,0,0,D,2,1,2060371,79,1997,13,43.86,64.83
35414,Historical,525110,0,0,D,0,0,374751,199.6,2004,57,99.02,26.2
35415,Historical,114413,1,1,D,0,0,1067585,87,2001,29,99.02,14.38
35416,Historical,920199,0,0,D,1,0,842565,92,1996,55,39.96,23.95
35417,Historical,250078,0,0,D,2,1,1496909,206.95,2006,39,51.37,15.98
35418,Historical,3821802,0,0,D,0,0,2336517,105,2001,18,0,280.87
35419,Historical,602758,0,0,D,0,0,696116,99.95,2010,50,73.98,70
35421,Historical,3499198,0,0,D,5,1,697108,32.7,1994,36,0,0
35422,Historical,2446153,0,0,D,4,1,3233515,50.81,1990,25,28.67,44.91
35423,Historical,2680466,0,0,D,3,1,2549702,110,2001,21,4.01,41.89
35424,Historical,531300,0,0,D,8,1,138015,89.99,2011,76,73.82,25.09
35425,Historical,719851,0,0,D,7,1,1827526,99,2001,40,25.47,13.65
35426,Historical,873290,0,0,D,2,1,847824,15.35,2005,35,58.33,19.07
35427,Historical,108081,0,0,D,2,1,66311,8.98,2004,57,58.33,8.99
35428,Historical,248204,0,0,D,0,0,196264,89,2011,75,43.98,36.97
35429,Historical,663789,1,1,D,1,0,159529,66,2013,53,43.98,38.99
35430,Historical,551497,1,1,D,1,0,4498180,285,1999,23,12.64,45.97
35431,Historical,859628,0,0,D,1,0,4846870,150.95,2007,13,0,92.37
35432,Historical,3269551,0,0,D,4,1,308739,61.35,2005,40,0,52.27
35433,Historical,108632,0,0,D,4,1,1164894,38.99,2005,38,43.98,38.35
35434,Historical,109588,0,0,D,4,1,1457892,85.5,2005,24,43.98,41.98
35435,Historical,287557,0,0,D,2,1,3234701,77,2007,29,76.95,51.35
35436,Historical,121155,0,0,D,3,1,299806,110.8,2010,64,76.95,41.09
35437,Historical,145415,0,0,D,2,1,317601,142.8,2009,30,27.34,193
35438,Historical,130124,0,0,D,0,0,2145269,126.67,2004,30,27.34,151.57
35439,Historical,144050,0,0,D,2,1,548490,47.6,2002,45,29.74,28.09
35440,Historical,51545,0,0,D,3,1,2667703,8.97,2002,68,68.94,13.99
35441,Historical,51544,0,0,D,4,1,35887,46.98,2006,90,68.94,34.98
35444,Historical,131463,0,0,D,5,1,275794,121.8,2002,127,63.52,18.99
35445,Historical,873387,1,1,D,5,1,826335,20.44,2002,45,63.52,36.44
35446,Historical,144754,0,0,D,4,1,219181,93.4,2004,29,39.61,65.71
35447,Historical,607882,0,0,D,3,1,6296717,51.8,2001,17,39.61,40.76
35448,Historical,622519,0,0,D,0,0,132618,58,2007,32,28.99,21.54
35449,Historical,575849,0,0,D,1,0,2857270,75.82,2008,12,0,86.06
35450,Historical,115714,1,1,D,3,1,917588,104,2003,77,41.49,23.99
35451,Historical,868405,0,0,D,4,1,1095997,71.95,2004,31,72.99,57.05
35452,Historical,51654,0,0,D,5,1,37727,60.99,2009,61,73.5,48.98
35453,Historical,51653,0,0,D,3,1,2000855,13.49,2003,43,73.5,8.99
35454,Historical,51655,1,2,D,4,1,196113,6.98,2006,88,73.5,8.97
35455,Historical,287015,0,0,D,3,1,148622,89.95,2005,65,55.5,19
35456,Historical,157705,0,0,D,4,1,296660,50.95,2010,33,40.99,49.99
35457,Historical,533742,0,0,D,5,1,9287,181.25,2011,199,115.95,25.98
35458,Historical,2264246,1,2,D,5,1,164694,63.45,2011,39,0,53.04
35459,Historical,51619,0,0,D,3,1,631639,33.98,2005,113,115.95,32.63
35460,Historical,51618,1,2,D,4,1,359844,18.57,2008,124,115.95,15.99
35461,Historical,870192,0,0,D,7,1,2378330,20.14,2007,41,23.73,9.72
35462,Historical,608022,0,0,D,7,1,727050,52.95,2007,73,23.73,6.83
35463,Historical,147051,0,0,D,6,1,1168518,46.95,2004,49,23.73,15
35464,Historical,652276,0,0,D,9,1,278888,128,2013,78,82.45,19.8
35465,Historical,147689,0,0,D,9,1,1526794,158.95,2010,28,82.45,120.23
35466,Historical,52677,0,0,D,9,1,118410,123,2010,203,82.45,11.99
35467,Historical,52676,0,0,D,8,1,575526,104,2006,186,82.45,6.99
35469,Historical,2563984,0,0,D,0,0,3194012,85,1992,20,147.93,70.93
35470,Historical,165504,0,0,D,2,1,419431,99,2002,75,147.93,53.73
35471,Historical,919327,0,0,D,2,1,898307,34.99,2011,59,27.29,8.17
35472,Historical,184523,0,0,D,3,1,2649402,59.95,2003,30,46.88,47.62
35473,Historical,56699,1,1,D,4,1,68177,50.65,2007,130,53.05,38.63
35474,Historical,117894,0,0,D,1,0,616845,45.99,2006,47,30.05,13.96
35475,Historical,874320,0,0,D,4,1,463385,89,2009,108,84.94,9.98
35476,Historical,556911,0,0,D,5,1,86651,121,2011,60,78.75,32.51
35477,Historical,874300,1,1,D,4,1,396561,91.8,2009,44,78.75,50.82
35478,Historical,859087,0,0,D,2,1,1258837,63,2003,30,56.91,26.32
35479,Historical,276630,0,0,D,6,1,1124634,77.46,2004,16,33.91,70.51
35480,Historical,902999,1,1,D,4,1,479532,67.5,1995,18,33.91,71.95
35481,Historical,535782,1,6,D,4,1,25434,183.5,2012,130,78.9,51.89
35482,Historical,50564,0,0,D,3,1,375813,62.26,2009,81,78.9,53.99
35483,Historical,50563,1,1,D,2,1,240749,10.94,2006,53,78.9,13.94
35484,Historical,877725,0,0,D,2,1,2057709,14.23,2007,45,78.9,16.49
35485,Historical,918165,0,0,D,0,0,1967343,61.95,2006,23,51.69,12.49
35486,Historical,775783,1,4,D,0,0,5301668,111,2004,12,63.99,13.99
35487,Historical,623409,1,2,D,3,1,154654,216,2012,46,63.99,68.99
35488,Historical,193626,0,0,D,2,1,1377192,139,2008,37,63.99,23.86
35489,Historical,2438583,0,0,D,4,1,5326699,110,2004,16,51.86,90.96
35490,Historical,61076,1,1,D,7,1,1045695,24.99,2004,40,25.11,13.98
35491,Historical,621328,1,2,D,3,1,293799,52.95,2011,29,31.77,10.65
35492,Historical,530503,0,0,D,3,1,401369,73.95,2010,47,25.73,53.99
35493,Historical,635357,0,0,D,0,0,497554,40,2002,18,0,0
35494,Historical,2397700,0,0,D,3,1,246417,122.95,2002,27,44.01,55.63
35495,Historical,618747,0,0,D,1,0,1821902,33.2,2006,29,58.41,19.87
35496,Historical,545247,1,2,D,5,1,779817,96.95,2010,53,79.96,48.98
35497,Historical,591353,1,1,D,4,1,3125101,102.95,2005,16,79.96,52.37
35498,Historical,297995,0,0,D,4,1,363505,114.95,2005,38,66.15,19.99
35499,Historical,148538,0,0,D,11,1,3148680,116.95,2006,16,79.89,97.72
35500,Historical,525086,0,0,D,12,1,1130338,116.95,2009,30,79.89,45.05
35501,Historical,147396,0,0,D,4,1,411457,44.95,2007,19,34.57,45.12
35502,Historical,609589,0,0,D,3,1,651005,81.95,2007,64,15.99,15.98
35503,Historical,288830,0,0,D,9,1,624796,38.95,2008,48,0,0
35504,Historical,410107,0,0,D,2,1,142933,73.95,2008,29,62.84,13.98
35505,Historical,117077,0,0,D,10,1,2701961,44,2006,32,4,23.45
35506,Historical,254020,0,0,D,12,1,270181,44.95,2011,108,11.37,13.06
35507,Historical,870850,0,0,D,13,1,95988,47.95,2013,69,11.37,38.99
35508,Historical,147653,1,1,D,12,1,136906,117,2011,59,85.94,77.19
35509,Historical,252049,0,0,D,5,1,1222602,71.95,2007,14,54.9,160.09
35510,Historical,329977,0,0,D,3,1,2023780,26.95,2005,36,29.99,8.98
35511,Historical,525078,0,0,D,4,1,668928,34.95,2009,73,29.99,8.06
35512,Historical,621701,0,0,D,3,1,1324766,65.95,2006,36,44.02,19
35513,Historical,540438,0,0,D,10,1,652150,66.07,2010,20,0,71.83
35514,Historical,108457,0,0,D,6,1,723095,57.2,2004,31,63.97,49.55
35515,Historical,527013,0,0,D,8,1,1648259,70,2007,75,38.25,5.74
35516,Historical,539569,1,5,D,9,1,142384,76.2,2009,65,38.25,58.67
35517,Historical,147060,0,0,D,2,1,166299,45.95,2007,28,36,31.13
35518,Historical,873117,1,1,D,4,1,3073963,128.17,1999,18,72.98,58.05
35519,Historical,525457,1,2,D,6,1,320202,248.82,2008,37,72.98,74.88
35520,Historical,704560,1,3,D,5,1,256931,58.1,2003,43,24.46,43.89
35521,Historical,119812,0,0,D,3,1,1629364,48,1996,26,89.71,47.19
35522,Historical,643996,1,6,D,8,1,182125,36.21,2008,42,72.04,73.99
35523,Historical,244093,0,0,D,3,1,1100827,88.95,2011,56,63.98,4.82
35524,Historical,202295,0,0,D,4,1,3265138,72.95,2002,26,65.55,19.48
35525,Historical,592481,1,1,D,5,1,1077996,105.95,2007,36,65.55,13.99
35526,Historical,626440,0,0,D,1,0,1244269,108.95,2004,25,63.08,117.95
35527,Historical,2485952,0,0,D,3,1,615511,39.95,2005,22,0,63.58
35528,Historical,654727,1,6,D,8,1,831780,58.99,2008,31,72.22,48.99
35529,Historical,665138,0,0,D,3,1,517735,60.95,2011,16,56.6,65.93
35530,Historical,525062,0,0,D,7,1,901172,141.95,2007,29,84.64,60.21
35531,Historical,183470,0,0,D,2,1,947709,146.95,2007,30,80.34,51.48
35532,Historical,606882,1,1,D,4,1,4058311,71.75,2005,26,72.94,27.38
35533,Historical,615021,1,2,D,6,1,1080407,47.98,2010,54,72.94,23.98
35534,Historical,109220,1,2,D,1,0,667396,113.67,2002,17,70.84,80.22
35535,Historical,248363,0,0,D,5,1,2830079,149.95,2005,18,124.92,28.98
35536,Historical,606702,0,0,D,7,1,148832,125.95,2002,27,32.99,19.99
35537,Historical,525058,0,0,D,8,1,832142,122.95,2010,24,69.24,48.88
35538,Historical,248396,0,0,D,7,1,163610,134.95,2006,28,69.24,33.98
35539,Historical,111670,0,0,D,9,1,40270,104,2011,27,56.13,44.68
35540,Historical,109945,0,0,D,8,1,874302,20.62,2008,47,56.13,14.26
35541,Historical,386506,1,2,D,1,0,1729340,148.95,2005,12,60.83,73.07
35542,Historical,109836,1,1,D,4,1,706909,0,2007,39,69.53,50.89
35543,Historical,703611,1,6,D,2,1,3135321,70,2000,22,119.64,37.51
35544,Historical,104890,1,4,D,2,1,469112,141.59,1999,22,79.98,140.75
35545,Historical,627500,1,1,D,6,1,155324,64.94,2008,15,0,0
35546,Historical,108427,0,0,D,5,1,1089833,54.09,2004,39,126.69,23.69
35547,Historical,623511,0,0,D,6,1,367958,204,2009,18,161.49,193.03
35548,Historical,641603,1,1,D,4,1,978535,215.25,2008,20,163.99,161.44
35549,Historical,608639,0,0,D,4,1,2154551,103.95,2006,36,43.59,6.88
35550,Historical,525046,0,0,D,3,1,1212648,85,2008,17,67.33,86.24
35551,Historical,110667,0,0,D,3,1,68446,63.69,2005,101,68.23,82.02
35552,Historical,50655,1,5,D,4,1,322474,97.6,2006,53,80.5,17.94
35553,Historical,183477,0,0,D,4,1,1035639,80.4,2006,31,80.5,15.99
35554,Historical,1597934,1,6,D,24,1,735009,59.95,2011,52,55.69,29.99
35555,Historical,57774,0,0,D,5,1,1963669,91.4,2004,31,72.69,13.98
35556,Historical,669207,0,0,D,1,0,1546183,77,2010,23,0,55.85
35557,Historical,714841,0,0,D,1,0,589361,42.33,1998,28,36.18,37.94
35558,Historical,131977,1,2,D,4,1,582887,80.8,2005,20,67.22,40.85
35559,Historical,620874,0,0,D,8,1,98740,116.6,2004,30,28.25,21.38
35560,Historical,118225,0,0,D,1,0,170276,102.8,2010,35,29.49,74.99
35561,Historical,875228,0,0,D,0,0,2307162,21.28,2004,40,55.25,11.99
35562,Historical,875350,0,0,D,0,0,807302,62,2004,66,55.25,10.07
35563,Historical,300097,0,0,D,6,1,148460,73.28,2007,46,55.25,33.49
35564,Historical,711252,0,0,D,3,1,11755607,42,2001,24,4,6.24
35565,Historical,2771807,0,0,D,3,1,3804894,395,1979,28,92.99,58.49
35568,Historical,574875,1,1,D,2,1,1034114,61,2006,91,41.22,7.56
35569,Historical,272182,1,1,D,6,1,150417,50,2007,59,23.98,29.05
35570,Historical,2238061,0,0,D,1,0,5082814,48,2009,14,49.8,43.49
35571,Historical,287612,0,0,D,6,1,168447,203.8,2010,41,141.49,156.25
35572,Historical,52990,0,0,D,6,1,436273,302.95,2011,50,71.27,23.18
35573,Historical,873581,1,1,D,6,1,164662,126.63,2010,51,67.8,101.15
35574,Historical,614781,0,0,D,5,1,151795,133.5,2006,67,67.8,48.88
35575,Historical,52991,1,1,D,4,1,633468,366.95,2005,48,71.27,20.98
35576,Historical,878313,1,1,D,5,1,368974,53.98,2008,34,71.27,35.54
35577,Historical,52987,0,0,D,5,1,1210818,333.95,2007,44,71.27,28.98
35578,Historical,740054,0,0,D,4,1,647517,100.1,2003,44,141.49,18.98
35579,Historical,697278,0,0,D,2,1,5143227,48.75,1997,34,19.19,7.97
35580,Historical,606829,0,0,D,3,1,3222319,44.68,2001,38,19.19,10.88
35581,Historical,132431,0,0,D,5,1,1508202,119.8,2007,38,93.91,13.99
35582,Historical,3240102,0,0,D,4,1,9499867,29.96,2005,23,0,34.37
35583,Historical,52988,0,0,D,5,1,758028,228.95,2007,46,134.76,11.98
35584,Historical,170187,1,3,D,6,1,385699,211.95,2011,55,134.76,167.86
35585,Historical,2511839,0,0,D,8,1,8711774,0,1991,7,0,0
35586,Historical,132794,1,1,D,6,1,149700,163.2,2010,55,93.91,22.5
35587,Historical,61082,1,1,D,4,1,605763,246.95,2005,36,134.76,13.97
35588,Historical,533629,0,0,D,6,1,427279,211.95,2011,50,75.1,57.92
35589,Historical,52989,0,0,D,5,1,1179660,224.95,2007,44,75.1,9.69
35590,Historical,132795,1,2,D,6,1,282372,163.2,2010,52,73.5,57.43
35591,Historical,177808,1,1,D,4,1,965632,122.95,2005,40,75.1,18.93
35592,Historical,214949,0,0,D,5,1,492801,75,2010,36,0,141.12
35593,Historical,580078,0,0,D,4,1,1135073,65,2006,42,0,10.88
35594,Historical,308250,0,0,D,7,1,2537689,15.89,2003,22,0,0
35595,Historical,308729,1,1,D,7,1,733041,8.72,2002,40,73.98,11.44
35596,Historical,696606,1,1,D,4,1,2267373,49.95,1998,23,53.71,12.89
35597,Historical,700370,1,1,D,5,1,1644747,49.95,2002,25,53.71,47.49
35598,Historical,696212,0,0,D,1,0,468105,81.05,2009,22,43.96,53.97
35599,Historical,597281,0,0,D,1,0,2197264,110,2002,31,113.99,7.39
35600,Historical,709738,0,0,D,0,0,593299,75.64,2012,13,0,114.21
35601,Historical,620736,1,2,D,7,1,461410,92.95,2012,60,81.99,54.99
35602,Historical,346111,0,0,D,5,1,705575,318.95,2006,59,81.99,53.99
35603,Historical,169561,0,0,D,1,0,2000047,103.95,2004,37,8.99,20.87
35604,Historical,53701,0,0,D,7,1,1053779,81.8,2009,62,63.9,23.99
35605,Historical,53703,0,0,D,6,1,772293,64.4,2006,47,63.9,23.98
35606,Historical,132990,0,0,D,7,1,710873,64.2,2009,40,23.99,39.8
35607,Historical,329867,0,0,D,6,1,1315946,51.6,2006,35,46.23,33.99
35608,Historical,287629,1,1,D,7,1,827029,64.2,2009,64,46.23,33.99
35609,Historical,538931,0,0,D,0,0,494687,126.75,2004,68,52.67,71.46
35610,Historical,551301,1,2,D,0,0,1467176,102.92,2002,68,52.67,9.8
35611,Historical,112319,1,1,D,0,0,830482,130.25,2007,57,52.67,62.96
35612,Historical,764847,0,0,D,2,1,6194649,60.95,1997,17,10.94,18.27
35613,Historical,61083,1,1,D,5,1,2228968,229.95,2006,33,10.94,43.65
35614,Historical,567630,1,1,D,4,1,4468975,223.95,2001,19,32.99,223.95
35615,Historical,3517546,0,0,D,1,0,2181323,49.95,2007,26,0,29.98
35616,Historical,112077,0,0,D,10,1,2575541,13.49,2009,32,19.33,13.49
35617,Historical,169562,0,0,D,4,1,838287,81.95,2004,32,32.99,43.98
35618,Historical,569760,0,0,D,4,1,1251272,181.95,2001,29,32.99,8.39
35619,Historical,54726,1,2,D,6,1,600786,252.95,2008,68,137.4,35.27
35620,Historical,380531,1,1,D,7,1,24953,229.95,2012,60,137.4,112.57
35621,Historical,795719,1,2,D,7,1,521640,73.95,2012,42,123.98,69.75
35622,Historical,53150,1,1,D,5,1,586672,139.95,2006,82,123.98,22.24
35623,Historical,51681,0,0,D,2,1,2637089,71.6,2005,78,45.19,11.59
35624,Historical,545117,0,0,D,2,1,114356,40.95,2010,21,16.98,31.96
35625,Historical,2251336,1,1,D,1,0,3651052,28.92,2007,42,0,32.07
35626,Historical,549851,1,2,D,1,0,364347,7.99,2007,72,46.99,10.99
35627,Historical,55413,1,2,D,2,1,332344,79.95,2008,85,43.5,21.99
35628,Historical,55412,0,0,D,0,0,1892852,68.95,2005,46,43.5,27.99
35629,Historical,871129,1,1,D,2,1,62635,23,1994,104,25.91,9.87
35630,Historical,870964,0,0,D,0,0,4523415,23.95,1990,34,25.91,12.5
35631,Historical,133003,1,1,D,6,1,1140572,177,2009,26,82.24,602.99
35632,Historical,61084,0,0,D,3,1,3585048,121.95,2002,25,6.99,18.99
35634,Historical,183314,0,0,D,2,1,128478,98.76,2007,81,120.97,38.99
35635,Historical,183313,1,2,D,0,0,718263,199.95,2005,86,120.97,38.1
35636,Historical,182588,1,2,D,0,0,646886,157.95,2002,112,120.97,33.94
35637,Historical,132890,0,0,D,2,1,30187,179,2009,61,102.84,33.98
35638,Historical,51442,0,0,D,5,1,1954539,49.68,2002,43,43.98,7.97
35639,Historical,51443,1,1,D,6,1,493723,33.28,2006,30,43.98,43.35
35640,Historical,428412,0,0,D,6,1,1227125,132.8,2007,45,46.57,8.73
35641,Historical,144499,0,0,D,0,0,2233915,20,2003,24,52.62,33.19
35642,Historical,132646,0,0,D,2,1,1583364,37.4,2008,39,52.62,43.56
35643,Historical,183565,1,1,D,7,1,1299249,142.95,2007,42,82.88,17.35
35644,Historical,61085,0,0,D,8,1,1236933,168.95,2005,54,49.99,16.25
35645,Historical,533870,0,0,D,9,1,580064,232.95,2009,61,49.99,31.99
35646,Historical,58263,1,5,D,1,0,401408,77.69,2009,135,68.99,9.2
35647,Historical,618239,1,2,D,2,1,19690,93.98,2012,127,68.99,25.99
35648,Historical,587670,0,0,D,14,1,85619,269.95,2013,88,58.99,78.09
35649,Historical,567740,0,0,D,13,1,880786,269.95,2011,63,58.99,16.19
35650,Historical,53280,1,1,D,13,1,617390,269.95,2012,86,58.99,13.54
35651,Historical,61086,0,0,D,6,1,3568954,80.2,2004,22,23.97,23.68
35652,Historical,614002,0,0,D,1,0,1311338,116.2,2007,47,71.99,47.99
35653,Historical,133293,0,0,D,2,1,167090,140.8,2010,54,71.99,48.77
35655,Historical,422064,0,0,D,7,1,1126289,100.6,2007,48,23.97,13.9
35656,Historical,252672,0,0,D,5,1,124973,104.79,2010,102,95.31,50.98
35657,Historical,56864,0,0,D,3,1,1374652,18.97,2005,46,95.31,13.74
35658,Historical,252673,1,2,D,5,1,158354,68.39,2010,78,101.98,49.57
35659,Historical,56867,1,1,D,4,1,1358964,59.18,2007,52,95.31,46.03
35660,Historical,61087,1,1,D,9,1,1079355,134.2,2006,58,119.98,15.89
35661,Historical,525018,0,0,D,10,1,233713,190,2009,103,119.98,39.43
35662,Historical,55509,0,0,D,1,0,548136,23.44,2009,58,64.59,23.41
35663,Historical,593591,0,0,D,2,1,406477,80.53,2011,89,64.59,33.54
35664,Historical,56865,0,0,D,4,1,478668,149.99,2007,95,95.31,39.99
35665,Historical,51223,1,3,D,4,1,78259,169.2,2010,79,57.81,35.73
35666,Historical,51224,0,0,D,3,1,727164,125.4,2008,82,57.81,22.51
35667,Historical,53189,1,1,D,4,1,1002714,117.95,2003,40,73.99,19.86
35668,Historical,53188,0,0,D,6,1,478343,203.95,2008,78,73.99,73.43
35669,Historical,127641,0,0,D,3,1,189230,92.95,2010,83,50.17,18.34
35670,Historical,525017,0,0,D,3,1,90973,92.95,2010,86,50.17,22.76
35671,Historical,868366,0,0,D,2,1,4520727,56.95,2000,27,5.98,7.44
35672,Historical,129434,1,1,D,4,1,42381,89.95,2011,84,76.14,27.95
35673,Historical,127394,1,2,D,3,1,371244,87.95,2008,74,76.14,23.41
35674,Historical,126730,0,0,D,2,1,1596133,77.95,2005,63,76.14,10.55
35675,Historical,53187,0,0,D,5,1,267648,219.95,2006,49,73.99,43.6
35676,Historical,559920,0,0,D,1,0,733188,53.54,2003,42,0,52.11
35677,Historical,120568,0,0,D,1,0,757513,97.2,2007,43,26.83,21.14
35678,Historical,607249,0,0,D,4,1,295114,94.4,2003,29,39.99,34.51
35680,Historical,55441,0,0,D,3,1,475014,141.6,2005,40,63.83,111.83
35681,Historical,421758,0,0,D,3,1,487130,107.2,2005,42,126.21,19.82
35682,Historical,428535,1,1,D,4,1,382803,160.8,2010,46,126.21,83.99
35683,Historical,56600,0,0,D,2,1,2563859,7.98,2004,45,43.98,7.98
35684,Historical,56601,1,1,D,4,1,79004,47.96,2010,88,43.98,29.9
35685,Historical,56602,1,5,D,3,1,541845,6.99,2007,93,43.98,11.49
35686,Historical,56605,0,0,D,4,1,159096,22.9,2010,90,37.94,14.58
35687,Historical,56604,1,2,D,3,1,493182,8.72,2007,154,37.94,8.89
35688,Historical,55410,1,1,D,5,1,59041,189.95,2008,73,32.93,44.91
35689,Historical,177739,0,0,D,1,0,3404257,60.95,2000,32,35.23,11.28
35690,Historical,55408,0,0,D,2,1,731695,195.95,2004,54,35.23,52.99
35691,Historical,54459,1,1,D,2,1,341783,16,2008,78,73.99,18.99
35692,Historical,154047,1,2,D,3,1,447823,36.99,2010,43,73.99,27.99
35693,Historical,154048,0,0,D,3,1,93853,27.99,2010,83,56.13,38.74
